gene_ID,transcript_ID,protein_ID
LOC118410452,XM_035812186.1,XP_035668079.1
LOC118410453,XM_035812183.1,XP_035668076.1
LOC118410454,XM_035812185.1,XP_035668078.1
LOC118410455,XM_035812187.1,XP_035668080.1
LOC118410456,XM_035812188.1,XP_035668081.1
LOC118410457,XM_035812189.1,XP_035668082.1
LOC118410458,XM_035812190.1,XP_035668083.1
LOC118410459,XM_035812191.1,XP_035668084.1
LOC118410460,XM_035812192.1,XP_035668085.1
LOC118410461,XM_035812193.1,XP_035668086.1
LOC118410462,XM_035812197.1,XP_035668090.1
LOC118410463,XM_035812194.1,XP_035668087.1
LOC118410464,XM_035812196.1,XP_035668089.1
LOC118410465,XM_035812198.1,XP_035668091.1
LOC118410466,XM_035812199.1,XP_035668092.1
LOC118410467,XM_035812200.1,XP_035668093.1
LOC118410468,XM_035812204.1,XP_035668097.1
LOC118410469,XM_035812207.1,XP_035668100.1
LOC118410470,XM_035812208.1,XP_035668101.1
LOC118410471,XM_035812209.1,XP_035668102.1
LOC118410472,XM_035812210.1,XP_035668103.1
LOC118410473,XM_035812211.1,XP_035668104.1
LOC118410474,XM_035812212.1,XP_035668105.1
LOC118410475,XM_035812217.1,XP_035668110.1
LOC118410476,XM_035812213.1,XP_035668106.1
LOC118410477,XM_035812214.1,XP_035668107.1
LOC118410478,XM_035812215.1,XP_035668108.1
LOC118410479,XM_035812218.1,XP_035668111.1
LOC118410480,XM_035812219.1,XP_035668112.1
LOC118410481,XM_035812220.1,XP_035668113.1
LOC118410482,XM_035812221.1,XP_035668114.1
LOC118410483,XM_035812222.1,XP_035668115.1
LOC118410484,XM_035812223.1,XP_035668116.1
LOC118410485,XM_035812224.1,XP_035668117.1
LOC118410486,XM_035812228.1,XP_035668121.1
LOC118410487,XM_035812225.1,XP_035668118.1
LOC118410488,XM_035812226.1,XP_035668119.1
LOC118410489,XM_035812227.1,XP_035668120.1
LOC118410490,XM_035812269.1,XP_035668162.1
LOC118410491,XM_035812229.1,XP_035668122.1
LOC118410492,XM_035812231.1,XP_035668124.1
LOC118410493,XM_035812232.1,XP_035668125.1
LOC118410494,XM_035812234.1,XP_035668127.1
LOC118410495,XM_035812235.1,XP_035668128.1
LOC118410497,XM_035812236.1,XP_035668129.1
LOC118410498,XM_035812238.1,XP_035668131.1
LOC118410499,XM_035812239.1,XP_035668132.1
LOC118410500,XM_035812240.1,XP_035668133.1
LOC118410501,XM_035812241.1,XP_035668134.1
LOC118410503,XM_035812242.1,XP_035668135.1
LOC118410504,XM_035812243.1,XP_035668136.1
LOC118410505,XM_035812244.1,XP_035668137.1
LOC118410506,XM_035812251.1,XP_035668144.1
LOC118410507,XM_035812265.1,XP_035668158.1
LOC118410508,XM_035812256.1,XP_035668149.1
LOC118410509,XM_035812257.1,XP_035668150.1
LOC118410510,XM_035812262.1,XP_035668155.1
LOC118410511,XM_035812266.1,XP_035668159.1
LOC118410512,XM_035812267.1,XP_035668160.1
LOC118410513,XM_035812268.1,XP_035668161.1
LOC118410514,XM_035812270.1,XP_035668163.1
LOC118410515,XM_035812271.1,XP_035668164.1
LOC118410516,XM_035812272.1,XP_035668165.1
LOC118410517,XM_035812273.1,XP_035668166.1
LOC118410518,XM_035812277.1,XP_035668170.1
LOC118410519,XM_035812274.1,XP_035668167.1
LOC118410520,XM_035812275.1,XP_035668168.1
LOC118410521,XM_035812276.1,XP_035668169.1
LOC118410522,XM_035812279.1,XP_035668172.1
LOC118410523,XM_035812281.1,XP_035668174.1
LOC118410526,XM_035812284.1,XP_035668177.1
LOC118410527,XM_035812288.1,XP_035668181.1
LOC118410528,XM_035812285.1,XP_035668178.1
LOC118410529,XM_035812286.1,XP_035668179.1
LOC118410530,XM_035812287.1,XP_035668180.1
LOC118410531,XM_035812289.1,XP_035668182.1
LOC118410532,XM_035812290.1,XP_035668183.1
LOC118410533,XM_035812291.1,XP_035668184.1
LOC118410534,XM_035812292.1,XP_035668185.1
LOC118410535,XM_035812293.1,XP_035668186.1
LOC118410536,XM_035812294.1,XP_035668187.1
LOC118410537,XM_035812296.1,XP_035668189.1
LOC118410538,XM_035812297.1,XP_035668190.1
LOC118410539,XM_035812300.1,XP_035668193.1
LOC118410540,XM_035812301.1,XP_035668194.1
LOC118410541,XM_035812303.1,XP_035668196.1
LOC118410542,XM_035812307.1,XP_035668200.1
LOC118410544,XM_035812304.1,XP_035668197.1
LOC118410545,XM_035812305.1,XP_035668198.1
LOC118410546,XM_035812308.1,XP_035668201.1
LOC118410547,XM_035812310.1,XP_035668203.1
LOC118410549,XM_035812311.1,XP_035668204.1
LOC118410550,XM_035812316.1,XP_035668209.1
LOC118410551,XM_035812320.1,XP_035668213.1
LOC118410552,XM_035812324.1,XP_035668217.1
LOC118410553,XM_035812325.1,XP_035668218.1
LOC118410554,XM_035812326.1,XP_035668219.1
LOC118410555,XM_035812327.1,XP_035668220.1
LOC118410557,XM_035812329.1,XP_035668222.1
LOC118410558,XM_035812330.1,XP_035668223.1
LOC118410559,XM_035812332.1,XP_035668225.1
LOC118410560,XM_035812333.1,XP_035668226.1
LOC118410561,XM_035812334.1,XP_035668227.1
LOC118410562,XM_035812335.1,XP_035668228.1
LOC118410563,XM_035812339.1,XP_035668232.1
LOC118410564,XM_035812337.1,XP_035668230.1
LOC118410565,XM_035812338.1,XP_035668231.1
LOC118410568,XM_035812340.1,XP_035668233.1
LOC118410569,XM_035812341.1,XP_035668234.1
LOC118410570,XM_035812342.1,XP_035668235.1
LOC118410571,XM_035812343.1,XP_035668236.1
LOC118410572,XM_035812344.1,XP_035668237.1
LOC118410573,XM_035812345.1,XP_035668238.1
LOC118410574,XM_035812381.1,XP_035668274.1
LOC118410575,XM_035812350.1,XP_035668243.1
LOC118410576,XM_035812349.1,XP_035668242.1
LOC118410577,XM_035812351.1,XP_035668244.1
LOC118410578,XM_035812352.1,XP_035668245.1
LOC118410579,XM_035812353.1,XP_035668246.1
LOC118410580,XM_035812354.1,XP_035668247.1
LOC118410581,XM_035812357.1,XP_035668250.1
LOC118410582,XM_035812359.1,XP_035668252.1
LOC118410583,XM_035812360.1,XP_035668253.1
LOC118410584,XM_035812361.1,XP_035668254.1
LOC118410585,XM_035812362.1,XP_035668255.1
LOC118410587,XM_035812363.1,XP_035668256.1
LOC118410588,XM_035812364.1,XP_035668257.1
LOC118410592,XM_035812366.1,XP_035668259.1
LOC118410594,XM_035812367.1,XP_035668260.1
LOC118410596,XM_035812368.1,XP_035668261.1
LOC118410597,XM_035812370.1,XP_035668263.1
LOC118410598,XM_035812373.1,XP_035668266.1
LOC118410599,XM_035812375.1,XP_035668268.1
LOC118410600,XM_035812376.1,XP_035668269.1
LOC118410602,XM_035812378.1,XP_035668271.1
LOC118410603,XM_035812379.1,XP_035668272.1
LOC118410604,XM_035812380.1,XP_035668273.1
LOC118410605,XM_035812382.1,XP_035668275.1
LOC118410606,XM_035812383.1,XP_035668276.1
LOC118410607,XM_035812384.1,XP_035668277.1
LOC118410608,XM_035812385.1,XP_035668278.1
LOC118410609,XM_035812387.1,XP_035668280.1
LOC118410610,XM_035812388.1,XP_035668281.1
LOC118410611,XM_035812389.1,XP_035668282.1
LOC118410612,XM_035812390.1,XP_035668283.1
LOC118410613,XM_035812392.1,XP_035668285.1
LOC118410614,XM_035812393.1,XP_035668286.1
LOC118410615,XM_035812395.1,XP_035668288.1
LOC118410616,XM_035812397.1,XP_035668290.1
LOC118410617,XM_035812399.1,XP_035668292.1
LOC118410618,XM_035812400.1,XP_035668293.1
LOC118410619,XM_035812401.1,XP_035668294.1
LOC118410620,XM_035812403.1,XP_035668296.1
LOC118410622,XM_035812404.1,XP_035668297.1
LOC118410623,XM_035812405.1,XP_035668298.1
LOC118410624,XM_035812406.1,XP_035668299.1
LOC118410625,XM_035812407.1,XP_035668300.1
LOC118410626,XM_035812408.1,XP_035668301.1
LOC118410627,XM_035812410.1,XP_035668303.1
LOC118410629,XM_035812411.1,XP_035668304.1
LOC118410631,XM_035812412.1,XP_035668305.1
LOC118410633,XM_035812416.1,XP_035668309.1
LOC118410635,XM_035812417.1,XP_035668310.1
LOC118410636,XM_035812420.1,XP_035668313.1
LOC118410637,XM_035812421.1,XP_035668314.1
LOC118410638,XM_035812423.1,XP_035668316.1
LOC118410639,XM_035812424.1,XP_035668317.1
LOC118410640,XM_035812426.1,XP_035668319.1
LOC118410641,XM_035812427.1,XP_035668320.1
LOC118410642,XM_035812428.1,XP_035668321.1
LOC118410643,XM_035812431.1,XP_035668324.1
LOC118410644,XM_035812435.1,XP_035668328.1
LOC118410645,XM_035812436.1,XP_035668329.1
LOC118410646,XM_035812437.1,XP_035668330.1
LOC118410647,XM_035812438.1,XP_035668331.1
LOC118410648,XM_035812440.1,XP_035668333.1
LOC118410649,XM_035812442.1,XP_035668335.1
LOC118410650,XM_035812453.1,XP_035668346.1
LOC118410651,XM_035812454.1,XP_035668347.1
LOC118410653,XM_035812455.1,XP_035668348.1
LOC118410654,XM_035812456.1,XP_035668349.1
LOC118410655,XM_035812458.1,XP_035668351.1
LOC118410656,XM_035812459.1,XP_035668352.1
LOC118410657,XM_035812460.1,XP_035668353.1
LOC118410658,XM_035812461.1,XP_035668354.1
LOC118410659,XM_035812485.1,XP_035668378.1
LOC118410660,XM_035812462.1,XP_035668355.1
LOC118410661,XM_035812463.1,XP_035668356.1
LOC118410662,XM_035812464.1,XP_035668357.1
LOC118410664,XM_035812466.1,XP_035668359.1
LOC118410665,XM_035812467.1,XP_035668360.1
LOC118410666,XM_035812468.1,XP_035668361.1
LOC118410667,XM_035812470.1,XP_035668363.1
LOC118410668,XM_035812471.1,XP_035668364.1
LOC118410669,XM_035812473.1,XP_035668366.1
LOC118410670,XM_035812474.1,XP_035668367.1
LOC118410671,XM_035812475.1,XP_035668368.1
LOC118410672,XM_035812476.1,XP_035668369.1
LOC118410673,XM_035812478.1,XP_035668371.1
LOC118410674,XM_035812479.1,XP_035668372.1
LOC118410675,XM_035812483.1,XP_035668376.1
LOC118410676,XM_035812480.1,XP_035668373.1
LOC118410677,XM_035812481.1,XP_035668374.1
LOC118410678,XM_035812482.1,XP_035668375.1
LOC118410700,XM_035812486.1,XP_035668379.1
LOC118410715,XM_035812487.1,XP_035668380.1
LOC118410716,XM_035812491.1,XP_035668384.1
LOC118410717,XM_035812488.1,XP_035668381.1
LOC118410718,XM_035812489.1,XP_035668382.1
LOC118410719,XM_035812490.1,XP_035668383.1
LOC118410720,XM_035812492.1,XP_035668385.1
LOC118410722,XM_035812493.1,XP_035668386.1
LOC118410723,XM_035812494.1,XP_035668387.1
LOC118410724,XM_035812495.1,XP_035668388.1
LOC118410725,XM_035812496.1,XP_035668389.1
LOC118410726,XM_035812499.1,XP_035668392.1
LOC118410727,XM_035812497.1,XP_035668390.1
LOC118410729,XM_035812498.1,XP_035668391.1
LOC118410730,XM_035812500.1,XP_035668393.1
LOC118410731,XM_035812501.1,XP_035668394.1
LOC118410732,XM_035812502.1,XP_035668395.1
LOC118410735,XM_035812504.1,XP_035668397.1
LOC118410736,XM_035812511.1,XP_035668404.1
LOC118410737,XM_035812509.1,XP_035668402.1
LOC118410738,XM_035812513.1,XP_035668406.1
LOC118410739,XM_035812514.1,XP_035668407.1
LOC118410740,XM_035812515.1,XP_035668408.1
LOC118410741,XM_035812516.1,XP_035668409.1
LOC118410742,XM_035812517.1,XP_035668410.1
LOC118410743,XM_035812519.1,XP_035668412.1
LOC118410744,XM_035812523.1,XP_035668416.1
LOC118410745,XM_035812520.1,XP_035668413.1
LOC118410746,XM_035812521.1,XP_035668414.1
LOC118410747,XM_035812522.1,XP_035668415.1
LOC118410748,XM_035812524.1,XP_035668417.1
LOC118410750,XM_035812525.1,XP_035668418.1
LOC118410751,XM_035812527.1,XP_035668420.1
LOC118410752,XM_035812528.1,XP_035668421.1
LOC118410753,XM_035812529.1,XP_035668422.1
LOC118410754,XM_035812533.1,XP_035668426.1
LOC118410755,XM_035812530.1,XP_035668423.1
LOC118410756,XM_035812531.1,XP_035668424.1
LOC118410757,XM_035812532.1,XP_035668425.1
LOC118410758,XM_035812549.1,XP_035668442.1
LOC118410759,XM_035812550.1,XP_035668443.1
LOC118410760,XM_035812551.1,XP_035668444.1
LOC118410761,XM_035812552.1,XP_035668445.1
LOC118410762,XM_035812554.1,XP_035668447.1
LOC118410763,XM_035812595.1,XP_035668488.1
LOC118410764,XM_035812558.1,XP_035668451.1
LOC118410765,XM_035812555.1,XP_035668448.1
LOC118410766,XM_035812559.1,XP_035668452.1
LOC118410767,XM_035812566.1,XP_035668459.1
LOC118410768,XM_035812567.1,XP_035668460.1
LOC118410769,XM_035812570.1,XP_035668463.1
LOC118410770,XM_035812568.1,XP_035668461.1
LOC118410772,XM_035812569.1,XP_035668462.1
LOC118410773,XM_035812571.1,XP_035668464.1
LOC118410774,XM_035812573.1,XP_035668466.1
LOC118410775,XM_035812574.1,XP_035668467.1
LOC118410776,XM_035812575.1,XP_035668468.1
LOC118410777,XM_035812576.1,XP_035668469.1
LOC118410778,XM_035812580.1,XP_035668473.1
LOC118410779,XM_035812581.1,XP_035668474.1
LOC118410780,XM_035812582.1,XP_035668475.1
LOC118410782,XM_035812590.1,XP_035668483.1
LOC118410783,XM_035812591.1,XP_035668484.1
LOC118410784,XM_035812592.1,XP_035668485.1
LOC118410785,XM_035812593.1,XP_035668486.1
LOC118410787,XM_035812594.1,XP_035668487.1
LOC118410788,XM_035812599.1,XP_035668492.1
LOC118410789,XM_035812596.1,XP_035668489.1
LOC118410790,XM_035812597.1,XP_035668490.1
LOC118410791,XM_035812600.1,XP_035668493.1
LOC118410793,XM_035812603.1,XP_035668496.1
LOC118410794,XM_035812614.1,XP_035668507.1
LOC118410795,XM_035812615.1,XP_035668508.1
LOC118410796,XM_035812617.1,XP_035668510.1
LOC118410797,XM_035812619.1,XP_035668512.1
LOC118410798,XM_035812622.1,XP_035668515.1
LOC118410799,XM_035812624.1,XP_035668517.1
LOC118410800,XM_035812625.1,XP_035668518.1
LOC118410801,XM_035812629.1,XP_035668522.1
LOC118410802,XM_035812633.1,XP_035668526.1
LOC118410803,XM_035812634.1,XP_035668527.1
LOC118410804,XM_035812635.1,XP_035668528.1
LOC118410805,XM_035812636.1,XP_035668529.1
LOC118410806,XM_035812637.1,XP_035668530.1
LOC118410807,XM_035812638.1,XP_035668531.1
LOC118410808,XM_035812644.1,XP_035668537.1
LOC118410809,XM_035812640.1,XP_035668533.1
LOC118410810,XM_035812641.1,XP_035668534.1
LOC118410811,XM_035812643.1,XP_035668536.1
LOC118410812,XM_035812646.1,XP_035668539.1
LOC118410813,XM_035812647.1,XP_035668540.1
LOC118410820,XM_035812649.1,XP_035668542.1
LOC118410821,XM_035812650.1,XP_035668543.1
LOC118410822,XM_035812651.1,XP_035668544.1
LOC118410823,XM_035812652.1,XP_035668545.1
LOC118410824,XM_035812657.1,XP_035668550.1
LOC118410826,XM_035812658.1,XP_035668551.1
LOC118410827,XM_035812659.1,XP_035668552.1
LOC118410828,XM_035812661.1,XP_035668554.1
LOC118410829,XM_035812665.1,XP_035668558.1
LOC118410830,XM_035812663.1,XP_035668556.1
LOC118410831,XM_035812666.1,XP_035668559.1
LOC118410832,XM_035812668.1,XP_035668561.1
LOC118410833,XM_035812669.1,XP_035668562.1
LOC118410834,XM_035812670.1,XP_035668563.1
LOC118410835,XM_035812672.1,XP_035668565.1
LOC118410836,XM_035813088.1,XP_035668981.1
LOC118410837,XM_035812717.1,XP_035668610.1
LOC118410838,XM_035812679.1,XP_035668572.1
LOC118410839,XM_035812681.1,XP_035668574.1
LOC118410840,XM_035812682.1,XP_035668575.1
LOC118410841,XM_035812687.1,XP_035668580.1
LOC118410842,XM_035812692.1,XP_035668585.1
LOC118410843,XM_035812688.1,XP_035668581.1
LOC118410844,XM_035812689.1,XP_035668582.1
LOC118410845,XM_035812693.1,XP_035668586.1
LOC118410846,XM_035812696.1,XP_035668589.1
LOC118410847,XM_035812697.1,XP_035668590.1
LOC118410848,XM_035812698.1,XP_035668591.1
LOC118410849,XM_035812699.1,XP_035668592.1
LOC118410850,XM_035812700.1,XP_035668593.1
LOC118410851,XM_035812703.1,XP_035668596.1
LOC118410853,XM_035812701.1,XP_035668594.1
LOC118410854,XM_035812711.1,XP_035668604.1
LOC118410855,XM_035812712.1,XP_035668605.1
LOC118410856,XM_035812713.1,XP_035668606.1
LOC118410857,XM_035812718.1,XP_035668611.1
LOC118410858,XM_035812715.1,XP_035668608.1
LOC118410859,XM_035812719.1,XP_035668612.1
LOC118410860,XM_035812720.1,XP_035668613.1
LOC118410861,XM_035812722.1,XP_035668615.1
LOC118410862,XM_035812723.1,XP_035668616.1
LOC118410863,XM_035812727.1,XP_035668620.1
LOC118410864,XM_035812740.1,XP_035668633.1
LOC118410865,XM_035812728.1,XP_035668621.1
LOC118410866,XM_035812733.1,XP_035668626.1
LOC118410867,XM_035812734.1,XP_035668627.1
LOC118410868,XM_035812735.1,XP_035668628.1
LOC118410869,XM_035812737.1,XP_035668630.1
LOC118410870,XM_035812739.1,XP_035668632.1
LOC118410871,XM_035812741.1,XP_035668634.1
LOC118410872,XM_035812743.1,XP_035668636.1
LOC118410873,XM_035812744.1,XP_035668637.1
LOC118410874,XM_035812745.1,XP_035668638.1
LOC118410875,XM_035812750.1,XP_035668643.1
LOC118410876,XM_035812751.1,XP_035668644.1
LOC118410877,XM_035812753.1,XP_035668646.1
LOC118410878,XM_035812754.1,XP_035668647.1
LOC118410879,XM_035812755.1,XP_035668648.1
LOC118410880,XM_035812756.1,XP_035668649.1
LOC118410881,XM_035812758.1,XP_035668651.1
LOC118410882,XM_035812762.1,XP_035668655.1
LOC118410883,XM_035812763.1,XP_035668656.1
LOC118410884,XM_035812767.1,XP_035668660.1
LOC118410885,XM_035812768.1,XP_035668661.1
LOC118410886,XM_035812769.1,XP_035668662.1
LOC118410887,XM_035812770.1,XP_035668663.1
LOC118410888,XM_035812771.1,XP_035668664.1
LOC118410889,XM_035812773.1,XP_035668666.1
LOC118410890,XM_035812775.1,XP_035668668.1
LOC118410891,XM_035812776.1,XP_035668669.1
LOC118410892,XM_035812777.1,XP_035668670.1
LOC118410893,XM_035812778.1,XP_035668671.1
LOC118410894,XM_035812780.1,XP_035668673.1
LOC118410895,XM_035812781.1,XP_035668674.1
LOC118410902,XM_035812782.1,XP_035668675.1
LOC118410903,XM_035812783.1,XP_035668676.1
LOC118410904,XM_035812784.1,XP_035668677.1
LOC118410905,XM_035812785.1,XP_035668678.1
LOC118410906,XM_035812786.1,XP_035668679.1
LOC118410907,XM_035812797.1,XP_035668690.1
LOC118410908,XM_035812842.1,XP_035668735.1
LOC118410909,XM_035812806.1,XP_035668699.1
LOC118410910,XM_035812810.1,XP_035668703.1
LOC118410911,XM_035812811.1,XP_035668704.1
LOC118410912,XM_035812815.1,XP_035668708.1
LOC118410913,XM_035812812.1,XP_035668705.1
LOC118410914,XM_035812813.1,XP_035668706.1
LOC118410915,XM_035812816.1,XP_035668709.1
LOC118410916,XM_035812820.1,XP_035668713.1
LOC118410917,XM_035812824.1,XP_035668717.1
LOC118410918,XM_035812829.1,XP_035668722.1
LOC118410919,XM_035812825.1,XP_035668718.1
LOC118410920,XM_035812827.1,XP_035668720.1
LOC118410921,XM_035812831.1,XP_035668724.1
LOC118410922,XM_035812832.1,XP_035668725.1
LOC118410923,XM_035812833.1,XP_035668726.1
LOC118410924,XM_035812834.1,XP_035668727.1
LOC118410925,XM_035812837.1,XP_035668730.1
LOC118410926,XM_035812843.1,XP_035668736.1
LOC118410927,XM_035812838.1,XP_035668731.1
LOC118410928,XM_035812840.1,XP_035668733.1
LOC118410929,XM_035812881.1,XP_035668774.1
LOC118410930,XM_035812896.1,XP_035668789.1
LOC118410931,XM_035812894.1,XP_035668787.1
LOC118410932,XM_035812899.1,XP_035668792.1
LOC118410933,XM_035812903.1,XP_035668796.1
LOC118410934,XM_035812904.1,XP_035668797.1
LOC118410935,XM_035812905.1,XP_035668798.1
LOC118410936,XM_035812907.1,XP_035668800.1
LOC118410937,XM_035812906.1,XP_035668799.1
LOC118410940,XM_035812908.1,XP_035668801.1
LOC118410941,XM_035812909.1,XP_035668802.1
LOC118410942,XM_035812910.1,XP_035668803.1
LOC118410943,XM_035812911.1,XP_035668804.1
LOC118410944,XM_035812912.1,XP_035668805.1
LOC118410945,XM_035812913.1,XP_035668806.1
LOC118410946,XM_035812914.1,XP_035668807.1
LOC118410947,XM_035812919.1,XP_035668812.1
LOC118410948,XM_035812917.1,XP_035668810.1
LOC118410949,XM_035812920.1,XP_035668813.1
LOC118410950,XM_035812922.1,XP_035668815.1
LOC118410951,XM_035812923.1,XP_035668816.1
LOC118410952,XM_035812925.1,XP_035668818.1
LOC118410953,XM_035812932.1,XP_035668825.1
LOC118410954,XM_035812929.1,XP_035668822.1
LOC118410955,XM_035812930.1,XP_035668823.1
LOC118410956,XM_035812935.1,XP_035668828.1
LOC118410957,XM_035812936.1,XP_035668829.1
LOC118410958,XM_035812974.1,XP_035668867.1
LOC118410959,XM_035812939.1,XP_035668832.1
LOC118410960,XM_035812941.1,XP_035668834.1
LOC118410961,XM_035812945.1,XP_035668838.1
LOC118410962,XM_035812944.1,XP_035668837.1
LOC118410963,XM_035812946.1,XP_035668839.1
LOC118410964,XM_035812948.1,XP_035668841.1
LOC118410965,XM_035812949.1,XP_035668842.1
LOC118410966,XM_035812950.1,XP_035668843.1
LOC118410967,XM_035812951.1,XP_035668844.1
LOC118410969,XM_035812956.1,XP_035668849.1
LOC118410970,XM_035812952.1,XP_035668845.1
LOC118410971,XM_035812955.1,XP_035668848.1
LOC118410972,XM_035812960.1,XP_035668853.1
LOC118410973,XM_035812961.1,XP_035668854.1
LOC118410974,XM_035812962.1,XP_035668855.1
LOC118410975,XM_035812963.1,XP_035668856.1
LOC118410976,XM_035812966.1,XP_035668859.1
LOC118410977,XM_035812964.1,XP_035668857.1
LOC118410978,XM_035812965.1,XP_035668858.1
LOC118410979,XM_035812967.1,XP_035668860.1
LOC118410980,XM_035812968.1,XP_035668861.1
LOC118410981,XM_035812969.1,XP_035668862.1
LOC118410982,XM_035812970.1,XP_035668863.1
LOC118410983,XM_035812972.1,XP_035668865.1
LOC118410984,XM_035812979.1,XP_035668872.1
LOC118410985,XM_035812975.1,XP_035668868.1
LOC118410986,XM_035812977.1,XP_035668870.1
LOC118410987,XM_035812978.1,XP_035668871.1
LOC118410988,XM_035812980.1,XP_035668873.1
LOC118410989,XM_035812981.1,XP_035668874.1
LOC118410991,XM_035812982.1,XP_035668875.1
LOC118410992,XM_035812983.1,XP_035668876.1
LOC118410993,XM_035812984.1,XP_035668877.1
LOC118410994,XM_035812985.1,XP_035668878.1
LOC118410995,XM_035812990.1,XP_035668883.1
LOC118410996,XM_035812986.1,XP_035668879.1
LOC118410997,XM_035812988.1,XP_035668881.1
LOC118410998,XM_035812991.1,XP_035668884.1
LOC118410999,XM_035812992.1,XP_035668885.1
LOC118411000,XM_035812993.1,XP_035668886.1
LOC118411001,XM_035812994.1,XP_035668887.1
LOC118411002,XM_035812995.1,XP_035668888.1
LOC118411003,XM_035812996.1,XP_035668889.1
LOC118411004,XM_035812997.1,XP_035668890.1
LOC118411005,XM_035813002.1,XP_035668895.1
LOC118411006,XM_035813001.1,XP_035668894.1
LOC118411007,XM_035813003.1,XP_035668896.1
LOC118411008,XM_035813004.1,XP_035668897.1
LOC118411009,XM_035813005.1,XP_035668898.1
LOC118411010,XM_035813007.1,XP_035668900.1
LOC118411011,XM_035813009.1,XP_035668902.1
LOC118411012,XM_035813012.1,XP_035668905.1
LOC118411013,XM_035813013.1,XP_035668906.1
LOC118411014,XM_035813015.1,XP_035668908.1
LOC118411015,XM_035813016.1,XP_035668909.1
LOC118411016,XM_035813017.1,XP_035668910.1
LOC118411017,XM_035813018.1,XP_035668911.1
LOC118411018,XM_035813019.1,XP_035668912.1
LOC118411019,XM_035813020.1,XP_035668913.1
LOC118411020,XM_035813021.1,XP_035668914.1
LOC118411021,XM_035813025.1,XP_035668918.1
LOC118411022,XM_035813022.1,XP_035668915.1
LOC118411023,XM_035813023.1,XP_035668916.1
LOC118411024,XM_035813024.1,XP_035668917.1
