"geneID","transcriptID","proteinID","symbol","description"
111580844,"XM_023288759.3","XP_023144527","LOC111580844_RAD54L2","helicase ARIP4-like"
111580847,"XM_055013005.1","XP_054868980","tmem115","transmembrane protein 115"
111580849,"XM_023288767.3","XP_023144535","rhoab_ENSAOCG00000022418","ras homolog gene family, member Ab"
111580845,"XM_023288761.3","XP_023144529","sema3h","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3H"
111580850,"XM_023288768.3","XP_023144536","borcs6","BLOC-1 related complex subunit 6"
111580846,"XM_035956568.2","XP_035812461","si:dkey-72l14.3","Glyco_hydro_56 domain-containing protein"
111581158,"XM_023289191.3","XP_023144959","xpc","xeroderma pigmentosum, complementation group C"
111581157,"XM_023289190.3","XP_023144958","arih2","ariadne homolog 2 (Drosophila)"
111581159,"XM_055013169.1","XP_054869144","impdh2","IMP (inosine 5'-monophosphate) dehydrogenase 2"
111564014,"XM_035944985.2","XP_035800878","LOC111564014","formin-1-like"
111564013,"XM_023263336.3","XP_023119104","dalrd3","DALR anticodon binding domain containing 3"
118469569,"XM_035943068.2","XP_035798961","LOC118469569","piggyBac transposable element-derived protein 4-like"
111588286,"XM_023298568.3","XP_023154336","LOC111588286_kcnab2b","voltage-gated potassium channel subunit beta-2-like.1"
111588280,"XM_023298563.3","XP_023154331","LOC111588280_PAX7","paired box protein Pax-7-like"
111588283,"XM_023298565.3","XP_023154333","mfn2","mitofusin 2"
111588295,"XM_023298586.3","XP_023154354","LOC111588295_ENSAOCG00000000399","zinc finger protein PLAGL2-like"
111588290,"XM_055013086.1","XP_054869061","asxl1","ASXL transcriptional regulator 1"
111588287,"XM_023298571.3","XP_023154339","myt1a_MYT1","myelin transcription factor 1a"
111588285,"XM_023298567.3","XP_023154335","LOC111588285_porcnl","protein-serine O-palmitoleoyltransferase porcupine-like"
111588279,"XM_023298559.3","XP_023154327","si:dkey-16n15.6","organic solute transporter subunit alpha"
111588288,"XM_023298575.3","XP_023154343","LOC111588288_suv39h1b","histone-lysine N-methyltransferase SUV39H1"
111588278,"XM_023298557.3","XP_023154325","gpr173","G protein-coupled receptor 173"
111582805,"XM_023291656.3","XP_023147424","dedd","death effector domain containing"
111582806,"XM_023291657.3","XP_023147425","efhd2","EF-hand domain family, member D2"
118471736,"XM_035957861.2","XP_035813754","si:ch211-218o21.4","actin-associated protein FAM107A.1"
111582804,"XM_023291652.3","XP_023147420","tnnc1b","troponin C type 1b (slow)"
111578731,"XM_023285667.3","XP_023141435","LOC111578731_slc38a5b","sodium-coupled neutral amino acid transporter 3-like"
111576582,"XM_023282321.3","XP_023138089","LOC111576582_slc2a1a","solute carrier family 2, facilitated glucose transporter member 1-like.1"
111576584,"XM_023282323.3","XP_023138091","LOC111576584_ENSAOCG00000007331","type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase-like"
111577819,"XM_023284276.3","XP_023140044","LOC111577819","uncharacterized LOC111577819"
111587477,"XM_023297441.3","XP_023153209","stk35","serine/threonine kinase 35"
111587486,"XM_023297457.3","XP_023153225","pdyn","prodynorphin"
111587476,"XM_035942548.2","XP_035798441","gmeb2","glucocorticoid modulatory element binding protein 2"
111587483,"XM_023297452.3","XP_023153220","tpk2","thiamin pyrophosphokinase 2"
111587485,"XM_023297455.3","XP_023153223","LOC111587485_ENSAOCG00000011250","rho-related GTP-binding protein RhoA-C"
111587478,"XM_023297442.3","XP_023153210","tpx2","TPX2 microtubule nucleation factor"
111587489,"XM_023297462.3","XP_023153230","igf3_ENSAOCG00000011306","insulin-like growth factor 3"
111587487,"XM_023297459.3","XP_023153227","dennd2da","DENN/MADD domain containing 2Da"
118469483,"XM_055012671.1","XP_054868646","LOC118469483","uncharacterized LOC118469483"
111587468,"XM_023297427.3","XP_023153195","vps13d","vacuolar protein sorting 13 homolog D"
111587470,"XM_055012942.1","XP_054868917","LOC111587470_igsf21b","immunoglobulin superfamily member 21-like"
111566109,"XM_055012920.1","XP_054868895","LOC111566109_ARHGEF10L","rho guanine nucleotide exchange factor 10-like protein"
111566107,"XM_023266510.2","XP_023122278","nppa_ENSAOCG00000005255","natriuretic peptide A"
111566108,"XM_023266512.3","XP_023122280","nppb","natriuretic peptide B"
111566111,"XM_023266521.3","XP_023122289","nppal","natriuretic peptide A-like"
111566110,"XM_023266520.3","XP_023122288","clcn6","chloride channel 6"
111566112,"XM_023266522.3","XP_023122290","mthfr","methylenetetrahydrofolate reductase (NAD(P)H)"
129349521,"XM_055012929.1","XP_054868904","LOC129349521","uncharacterized LOC129349521"
129349520,"XM_055012927.1","XP_054868902","LOC129349520","ATP synthase subunit a-like"
118469126,"XM_055012670.1","XP_054868645","LOC118469126","uncharacterized LOC118469126"
129349450,"XM_055012668.1","XP_054868643","LOC129349450","uncharacterized LOC129349450"
129349458,"XM_055012673.1","XP_054868648","LOC129349458","cathepsin B-like.1"
129349459,"XM_055012674.1","XP_054868649","LOC129349459","nucleolar protein 58-like.1"
129349427,"XM_055012618.1","XP_054868593","LOC129349427","uncharacterized LOC129349427"
111568205,"XM_055013000.1","XP_054868975","celsr3","cadherin, EGF LAG seven-pass G-type receptor 3"
118470241,"XM_055013057.1","XP_054869032","LOC118470241","1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like"
111568206,"XM_023269729.3","XP_023125497","LOC111568206","uncharacterized LOC111568206"
111568204,"XM_023269727.3","XP_023125495","wdr6","WD repeat domain 6"
129349460,"XM_055012676.1","XP_054868651","LOC129349460","uncharacterized LOC129349460"
111568202,"XM_035947912.2","XP_035803805","LOC111568202","nicotinamide riboside kinase 2-like.6"
111584441,"XM_055013186.1","XP_054869161","LOC111584441","retrovirus-related Pol polyprotein from transposon 412.1"
129349419,"XM_055012601.1","XP_054868576","LOC129349419","uncharacterized LOC129349419"
129349462,"XM_055012678.1","XP_054868653","LOC129349462","uncharacterized LOC129349462"
129349463,"XM_055012679.1","XP_054868654","LOC129349463","uncharacterized LOC129349463"
118471605,"XM_055012629.1","XP_054868604","LOC118471605","uncharacterized LOC118471605"
111576081,"XM_023281585.3","XP_023137353","foxp3b_ENSAOCG00000004070","forkhead box P3b"
111576075,"XM_035953496.2","XP_035809389","trappc6b","trafficking protein particle complex subunit 6B"
111576083,"XM_023281587.3","XP_023137355","LOC111576083_ENSAOCG00000004110","putative beta-lactamase-like 1"
111576077,"XM_055013074.1","XP_054869049","LOC111576077_EPHB2","ephrin type-B receptor 2-like"
111576079,"XM_023281584.3","XP_023137352","lrrc38a_LRRC38","leucine rich repeat containing 38a"
111576078,"XM_023281582.3","XP_023137350","stk38a","serine/threonine kinase 38a"
111576082,"XM_023281586.3","XP_023137354","pex10","peroxisomal biogenesis factor 10"
111568068,"XM_055012694.1","XP_054868669","plch2a","phospholipase C, eta 2a"
111568382,"XM_023270053.3","XP_023125821","si:ch211-251b21.1_ENSAOCG00000024546","uncharacterized LOC111568382"
111576436,"XM_055013283.1","XP_054869258","skia","v-ski avian sarcoma viral oncogene homolog a"
111572560,"XM_023276275.3","XP_023132043","si:ch73-70k4.1","uncharacterized si:ch73-70k4.1"
111572559,"XM_023276271.3","XP_023132039","prkcz","protein kinase C, zeta"
111572541,"XM_035950988.2","XP_035806881","LOC111572541_DNAJC16","dnaJ homolog subfamily C member 16"
129349434,"XM_055012624.1","XP_054868599","casp9","caspase 9, apoptosis-related cysteine peptidase"
111572552,"XM_035950994.2","XP_035806887","LOC111572552","L-rhamnose-binding lectin SML-like.1"
111572551,"XM_023276262.3","XP_023132030","lrrc47","leucine rich repeat containing 47"
111572549,"XM_023276260.3","XP_023132028","cep104","centrosomal protein 104"
111572558,"XM_023276270.3","XP_023132038","b3gnt7l","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7, like"
111572561,"XM_023276276.3","XP_023132044","c8h1orf174_ENSAOCG00000008542","chromosome 8 C1orf174 homolog"
111572546,"XM_023276256.3","XP_023132024","dffb","DNA fragmentation factor, beta polypeptide (caspase-activated DNase)"
111564747,"XM_023264530.3","XP_023120298","nphp4","nephronophthisis 4"
111564729,"XM_023264496.2","XP_023120264","LOC111564729","nucleolar protein 3-like"
111564744,"XM_055012874.1","XP_054868849","ajap1_ENSAOCG00000014197","adherens junctions associated protein 1"
111564728,"XM_023264495.2","XP_023120263","LOC111564728","transmembrane protein 26"
111564753,"XM_023264538.3","XP_023120306","gabrd","gamma-aminobutyric acid type A receptor subunit delta"
111564727,"XM_055012599.1","XP_054868574","cfap74_ENSAOCG00000014313","cilia and flagella associated protein 74"
111564732,"XM_023264499.3","XP_023120267","gnb1a","guanine nucleotide binding protein (G protein), beta polypeptide 1a"
111564739,"XM_035945563.2","XP_035801456","nadka","NAD kinase a"
111564756,"XM_023264542.3","XP_023120310","LOC111564756_ENSAOCG00000014390","uncharacterized LOC111564756"
111564733,"XM_023264500.3","XP_023120268","LOC111564733_SLC35E2B","solute carrier family 35 member E2A"
111564734,"XM_023264503.3","XP_023120271","LOC111564734_SLC25A45","solute carrier family 25 member 45"
111564735,"XM_023264505.3","XP_023120273","mad2l2","mitotic arrest deficient 2 like 2"
111564762,"XM_023264551.3","XP_023120319","tmem82","transmembrane protein 82"
111564731,"XM_023264497.3","XP_023120265","spen","spen family transcriptional repressor"
111564725,"XM_023264491.3","XP_023120259","epha2b_ENSAOCG00000014529","eph receptor A2 b"
111564768,"XM_055012573.1","XP_054868548","fam131c","family with sequence similarity 131 member C"
111564758,"XM_035945559.2","XP_035801452","clcnk","chloride channel K"
111564763,"XM_023264553.3","XP_023120321","hspb7","heat shock protein family, member 7 (cardiovascular)"
111564736,"XM_023264506.3","XP_023120274","zbtb17","zinc finger and BTB domain containing 17"
111564751,"XM_023264535.3","XP_023120303","ddost","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic)"
111564752,"XM_023264536.3","XP_023120304","plekhm2","pleckstrin homology domain containing, family M (with RUN domain) member 2"
111564749,"XM_035945599.2","XP_035801492","ano11_ENSAOCG00000014875","anoctamin 11"
111564760,"XM_023264549.3","XP_023120317","arhgef19","Rho guanine nucleotide exchange factor (GEF) 19"
111564767,"XM_035945604.2","XP_035801497","LOC111564767","probable pleckstrin homology domain-containing family N member 1"
111564726,"XM_035945606.2","XP_035801499","ttll10","tubulin tyrosine ligase-like family, member 10"
111564738,"XM_023264516.3","XP_023120284","mib2","MIB E3 ubiquitin protein ligase 2"
111564748,"XM_023264533.3","XP_023120301","ubiad1","UbiA prenyltransferase domain containing 1"
111564724,"XM_023264490.3","XP_023120258","mmp23ba_MMP23B","matrix metallopeptidase 23ba"
111564723,"XM_023264487.3","XP_023120255","cdk11b","cyclin-dependent kinase 11B"
111564764,"XM_023264554.3","XP_023120322","szrd1","SUZ RNA binding domain containing 1"
111564737,"XM_055013032.1","XP_054869007","atp13a2","ATPase cation transporting 13A2"
111564743,"XM_023264523.3","XP_023120291","LOC111564743_SDHB","succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial-like"
111564742,"XM_023264522.3","XP_023120290","LOC111564742_ATAD3A","uncharacterized LOC111564742"
111564766,"XM_023264556.3","XP_023120324","tmem240a_TMEM240","transmembrane protein 240a"
111564765,"XM_023264555.3","XP_023120323","otud3","OTU deubiquitinase 3"
111564755,"XM_023264541.3","XP_023120309","bcas2","BCAS2 pre-mRNA processing factor"
111564757,"XM_023264543.3","XP_023120311","trim33","tripartite motif containing 33"
111572705,"XM_055012912.1","XP_054868887","slc66a1","solute carrier family 66 member 1"
111572703,"XM_035951082.2","XP_035806975","nr1h5","nuclear receptor subfamily 1, group H, member 5"
111572702,"XM_023276463.3","XP_023132231","brpf3b_BRPF3","bromodomain and PHD finger containing, 3b"
111572700,"XM_055013206.1","XP_054869181","mapk13","mitogen-activated protein kinase 13"
111567361,"XM_023268431.3","XP_023124199","tafa5l_ENSAOCG00000002788","TAFA chemokine like family member 5, like"
111567358,"XM_035947331.2","XP_035803224","mtor","mechanistic target of rapamycin kinase"
111567359,"XM_023268425.3","XP_023124193","angptl7","angiopoietin-like 7"
111567357,"XM_055013258.1","XP_054869233","agrn","agrin"
111567360,"XM_055012748.1","XP_054868723","ptpn11b","protein tyrosine phosphatase non-receptor type 11b"
111567362,"XM_035947333.2","XP_035803226","LOC111567362","RING finger protein 223"
129349482,"XM_055012749.1","XP_054868724","LOC129349482","uncharacterized LOC129349482"
111588162,"XM_023298360.3","XP_023154128","dennd2c","DENN/MADD domain containing 2C"
111588155,"XM_023298344.3","XP_023154112","ampd1","adenosine monophosphate deaminase 1 (isoform M)"
111588163,"XM_023298363.3","XP_023154131","rassf11_ENSAOCG00000000711","Ras association domain family member 11"
111588152,"XM_023298334.3","XP_023154102","csde1","cold shock domain containing E1, RNA-binding"
111588157,"XM_023298356.3","XP_023154124","sike1","suppressor of IKBKE 1"
111588158,"XM_023298357.3","XP_023154125","micos10_ENSAOCG00000011561","mitochondrial contact site and cristae organizing system subunit 10"
111588164,"XM_035942949.2","XP_035798842","htr6","5-hydroxytryptamine (serotonin) receptor 6"
111588161,"XM_023298359.3","XP_023154127","tmco4","transmembrane and coiled-coil domains 4"
111588159,"XM_023298358.3","XP_023154126","vwa1","von Willebrand factor A domain containing 1"
111588156,"XM_023298345.3","XP_023154113","LOC111588156_RALGAPB","Ral GTPase activating protein non-catalytic subunit beta"
111588154,"XM_035942932.2","XP_035798825","prex1","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1"
111588153,"XM_035942937.2","XP_035798830","kcnq2a","potassium voltage-gated channel, KQT-like subfamily, member 2a"
111571767,"XM_023275095.3","XP_023130863","chrna4b","cholinergic receptor, nicotinic, alpha 4b"
111571780,"XM_023275111.3","XP_023130879","zgpat","zinc finger, CCCH-type with G patch domain"
111571777,"XM_055013174.1","XP_054869149","tti1","TELO2 interacting protein 1"
111571774,"XM_023275105.3","XP_023130873","LOC111571774_ENSAOCG00000014467","V-set and transmembrane domain-containing protein 2-like protein"
118470646,"XM_055013183.1","XP_054869158","LOC118470646","uncharacterized LOC118470646"
111571776,"XM_055013176.1","XP_054869151","ctnnbl1","catenin, beta like 1"
111571778,"XM_035950417.2","XP_035806310","e2f1_ENSAOCG00000000956","E2F transcription factor 1"
111571775,"XM_023275106.3","XP_023130874","znf341","zinc finger protein 341"
118470644,"XM_055013179.1","XP_054869154","LOC118470644","uncharacterized LOC118470644"
111571771,"XM_023275101.3","XP_023130869","LOC111571771_MTCH1","mitochondrial carrier homolog 1-like"
111571772,"XM_023275103.3","XP_023130871","phc2a","polyhomeotic homolog 2a (Drosophila)"
111571783,"XM_023275117.3","XP_023130885","kiaa2013_si:dkeyp-104h9.5","KIAA2013 ortholog"
111574444,"XM_023279034.3","XP_023134802","icmt","isoprenylcysteine carboxyl methyltransferase"
111574440,"XM_023279025.3","XP_023134793","rtel1","regulator of telomere elongation helicase 1"
111574449,"XM_023279037.3","XP_023134805","ndufb11","NADH:ubiquinone oxidoreductase subunit B11"
111574451,"XM_023279039.3","XP_023134807","tbc1d25","TBC1 domain family, member 25"
111574443,"XM_023279032.3","XP_023134800","ccdc22","coiled-coil domain containing 22"
111574437,"XM_023279021.3","XP_023134789","plod1a","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1a"
111574442,"XM_023279030.3","XP_023134798","LOC111574442_rpl22","60S ribosomal protein L22"
111574441,"XM_023279028.3","XP_023134796","rcc2","regulator of chromosome condensation 2"
118470921,"XM_055012675.1","XP_054868650","LOC118470921","uncharacterized LOC118470921"
111574445,"XM_023279035.3","XP_023134803","renbp","renin binding protein"
111574438,"XM_023279022.3","XP_023134790","LOC111574438_itchb","E3 ubiquitin-protein ligase Itchy-like"
111574439,"XM_035952270.2","XP_035808163","LOC111574439_ENSAOCG00000019179","calcitonin gene-related peptide type 1 receptor-like.1"
111577005,"XM_055012998.1","XP_054868973","LOC111577005_VDR","vitamin D3 receptor A"
111582072,"XM_055013055.1","XP_054869030","hdac7a","histone deacetylase 7a"
111582074,"XM_035957378.2","XP_035813271","LOC111582074","twist-related protein 2-like.1"
111582073,"XM_023290552.3","XP_023146320","LOC111582073_ENSAOCG00000021947","E3 ubiquitin/ISG15 ligase TRIM25-like.11"
111582071,"XM_055013212.1","XP_054869187","chchd6a_ENSAOCG00000021930","coiled-coil-helix-coiled-coil-helix domain containing 6a"
111579122,"XM_035955446.2","XP_035811339","LOC111579122_PLXNA1","plexin-A1"
111580724,"XM_023288589.3","XP_023144357","LOC111580724","carbohydrate sulfotransferase 11-like"
111570577,"XM_023273424.3","XP_023129192","LOC111570577_ENSAOCG00000010203","solute carrier family 41 member 1-like"
111578166,"XM_023284795.3","XP_023140563","LOC111578166_klf15","Krueppel-like factor 15"
111581131,"XM_055013264.1","XP_054869239","LOC111581131_CPNE9","copine-9-like.1"
